d1,d2,d3,d4,d5
167953,440899,887022,-984755,322326
539645,-1031464,365408,329689,-510553
962224,11861,642215,-120480,1006332
498944,379331,191637,879773,937033
950707,442551,-940110,-813866,-384547
-725952,20776,16282,-27455,-435391
-643478,263295,-42508,-629671,412284
-1029676,71400,436990,427686,261502
-122284,747182,-510869,-168052,-803917
1035473,-524293,218255,26194,47923
970177,-687267,-938796,953923,-22142
918280,292213,434684,-930066,750670
-660455,-924224,676656,-340163,-950015
61949,-477566,-555216,-251622,924462
238719,-533228,-289965,584521,109187
965759,-805139,202080,-824038,147434
-421450,-776336,116501,-562609,541984
312010,116967,-300614,428121,68806
-271265,480919,-457783,-520586,-272481
-1019950,-414070,712448,174460,789482
-468751,-925930,568332,-299933,-96573
-495280,926369,-225052,993018,-587509
-2726,-227401,-399645,-858507,-514138
-1662,-327829,496859,253720,597506
174443,426134,317534,452654,174717
594025,-1005305,303854,674004,-569067
-858992,-653063,927272,-464772,570640
652638,56312,129314,-598862,734963
650589,646338,-9430,-535666,-828518
-418593,721668,-56318,299648,-682318
959481,803451,712111,-973052,408750
-852615,-155130,-230515,1036584,-65071
-279036,874048,527570,768823,-5492
590203,-530461,-97717,158378,-362364
224533,-410675,608124,-38476,184342
-500234,331731,974474,-732027,-129153
261300,-948005,-850053,598751,-231149
-208462,-87841,181565,-398940,578951
-634116,-265967,-517227,-587500,-225638
-759898,-323325,518685,774328,209283
-1047752,-92518,-424532,-368681,751380
825376,974843,459345,796691,333609
-292927,-1035459,208382,347490,-567543
-807889,712270,1022315,244652,551270
-981451,-770393,-527064,285232,769695
531243,-358890,481526,-17231,-606901
389352,122051,-575994,142899,958437
-417506,-121091,463376,1036324,805806
511893,-241296,145113,468234,-324518
-497256,587233,-344132,550824,285382
-1032022,-833624,-37612,991018,741454
-760998,114995,-577012,-249841,-886505
-188196,449184,-728202,-196363,824564
845458,-385896,-442302,-409962,641416
707858,-200649,694547,631294,-262914
337589,69305,-514861,-437417,-59799
925179,58511,301848,594451,144927
970212,198225,431038,-566520,287350
229543,-838874,846970,827021,303804
-879070,-283395,285778,-121296,-134621
-410480,958060,634250,777052,154659
615342,587985,-10430,317727,-975478
-408052,-461663,-553772,81751,91922
36974,324527,249431,-81884,61896
-1018097,-399924,838786,1043504,378015
-847034,-760054,676626,409036,-735881
266468,217510,642226,-600883,-840448
257407,-32703,712003,-776903,572939
-928653,27010,-280020,189871,992606
638227,-46518,380535,-973296,410221
826315,-198759,228970,688453,-755242
-847712,-41028,420494,-220486,-869422
399614,358925,584783,581876,-131030
534702,50041,-196314,-914545,-892178
752542,-830789,954298,273872,135594
-123462,-1042847,-27512,-579592,130880
254668,-761604,-230976,876356,-217323
-570379,763403,-519513,593407,-640662
-133896,-103800,614081,-509457,685941
387222,842631,858591,-337778,640861
-722617,354763,-341989,633856,-359604
767610,-1031045,836790,129541,856991
982028,-714349,-762086,676236,-712610
-344325,822487,785074,625373,181959
-1005832,409618,743541,-1030724,911825
-616440,-579516,-903370,140607,-940252
797774,-483408,3659,735916,586500
468096,-29695,-808045,417231,-488875
940645,-15125,767601,-441550,234258
-607976,-713465,-906509,-692071,-365530
-103728,663909,-941063,152721,-621106
-357636,1003600,1006174,-718894,690188
357679,-837995,317597,927327,-937352
-478288,-56348,-1036895,-440120,268375
-110674,-950378,47772,958128,652365
556725,924427,-437939,-655460,59714
-610185,78665,-286617,-275705,-211443
-697730,-873090,314440,-60477,-707053
-945060,308115,-477103,-947097,-261189
842439,58606,805719,945429,599085
-538086,-776964,289899,-335931,-341982
-215121,-36522,305676,-699591,668362
-1004494,-607552,869635,464917,-276193
-61101,-304812,947507,719402,-1003606
822145,-997881,416484,54999,-914785
-631807,-969609,257218,12702,-1033576
363486,-391130,72366,198981,-532835
890872,652646,-974461,867390,-205876
968457,442232,442532,-536767,751584
42257,479650,277298,-465991,119011
-273659,-987468,-908417,-395385,787399
-139209,-390626,-617791,-476876,818489
1025162,754551,67462,465946,-221849
-301245,977166,803110,289170,205930
88625,-765491,562075,466268,-488305
104222,-859906,-802012,115503,559129
184637,933479,-80259,-443048,70170
915514,-1043706,92966,-480966,713863
933989,161502,962154,-320722,830053
-190450,-690381,-69235,889261,-775342
-684667,418422,222183,235273,-186421
374580,525636,376081,-350270,-194257
775824,593999,64008,-911541,-656158
-998907,727894,906254,-398488,-452879
-788521,-1015540,-139411,157070,1041454
60167,576910,-853111,643415,67438
655204,443543,-546798,-628186,-673369
-491248,-902091,274068,-250579,-1041043
222591,546315,-873278,-224634,654777
333408,-513202,-1035266,-424856,-505140
853012,-334933,117777,778951,505227
843794,-124297,-295722,-209070,873183
-614166,-477311,-770958,-890259,-717692
732591,-807363,-1023090,511574,470711
-530148,-239217,-345766,-151607,848123
454965,509742,927691,-814194,-272434
372735,-809848,774174,-871687,536307
-537548,-224906,-85484,-72085,-109588
-826111,118781,-554607,159711,-939572
123086,86658,-408016,913055,11277
-375380,916702,-911626,-664872,-819536
-870457,476822,-930827,590742,-509939
-59402,-727918,64421,818438,808399
712043,19517,-817044,213199,-64534
-716440,-157633,681384,617019,112192
361233,-298349,601913,-980078,272558
410252,504399,235637,400950,514435
-56975,-690316,-747768,-82775,-177652
-453091,-918056,-127563,994214,227512
497486,644515,254378,154487,-133579
74971,-435402,689697,-937093,-1026229
-1035545,90553,-300538,-942855,887597
389964,-700303,-511092,-51614,-970976
-489095,36408,508351,667911,-462400
525966,-108639,140712,-19971,173895
-600299,350281,931127,422780,-476974
-781376,533327,-880448,375813,-681654
-910968,-712812,1033683,39470,-106289
497682,-560323,-163492,-314272,232260
-1031032,-414626,-500325,150802,-438260
718294,835640,-744898,-1008415,-921021
-201882,-640312,-532011,-250222,-820462
-294566,570194,-429076,894724,-146999
190647,845418,-589919,55374,-360544
-423788,15042,359698,-609965,-1013729
384811,-892691,854524,138974,130886
716017,-755757,301156,-382304,187501
-998345,907621,-881073,869382,-647404
-102567,199031,837000,1016110,746461
549823,223498,-1024988,911502,333783
714798,839561,-986703,-276706,-459229
-578011,890910,86724,-966686,-32742
35408,-788088,1001441,408,633066
-336263,-158651,-406719,-789842,-370007
782978,665249,-978460,-21987,1024696
860797,-171887,-527139,-874645,171607
-41201,435392,-905244,-203447,-969438
675167,77236,-779555,108180,-18834
452129,795015,-531243,458280,464074
342645,-604156,222421,269869,375304
1022486,-101357,236944,-676767,-319255
380482,285769,-35273,-581764,780735
2544,952656,622875,-238000,-512691
493025,-151536,-801851,920321,-18398
95061,715642,580410,128963,963074
-1012683,-207729,535706,-604706,-334087
-300794,-879631,-1022427,-325644,-849261
686654,-577564,597352,-98475,883439
-575397,719702,-320458,485725,-575790
-74093,-627244,968046,-566601,-818854
68986,-870164,-682783,-722359,619263
849454,587110,314046,312269,-1044512
-445607,221249,91276,181437,-509301
273483,338865,508618,-566565,-377135
-874716,-266551,-502597,723237,-328188
-777595,-508474,981582,-652670,382544
391621,-322240,415175,-53673,293146
533405,-99258,14491,999015,837117
-989264,1044452,413663,-1001613,371430
226215,1024933,1026872,-791143,-732844
-956120,754439,-388796,204307,314414
946435,-6765,840394,-750788,16271
934664,606197,-458618,-435560,967310
-1046598,802629,160964,831713,931005
-117962,490453,570672,-151118,-698904
266494,293442,-983485,422649,-214482
-282686,1017546,-777419,859024,-555097
678091,56710,875374,76073,-1008509
195691,205835,-1042880,-552305,131892
-490633,539730,65964,433152,69306
-558999,-391538,-36374,-446265,675394
-523943,-1038293,263194,801517,-605299
137828,466940,584651,452706,-602725
166190,-672660,-458637,-820451,951547
-621574,262026,132028,-386630,847321
-136442,308536,16881,-103684,456036
-622459,-646433,784839,-418715,-916321
-35960,-94138,291392,-779264,-489775
182952,892507,-9698,-248302,-719094
-749355,-268442,-910213,-355650,-321218
956003,926361,-75251,-273953,-998614
198009,-831795,697991,-726733,148944
-168428,-521176,186051,909487,-543869
-911167,635896,790543,990847,44557
488505,-413267,-775894,-638590,738492
781275,-231736,-685660,-527316,258818
-906853,-832895,384027,114375,517706
-34433,15408,-52024,321183,962291
840838,-274101,-527711,387048,739364
937506,820713,944577,254453,-777931
-15330,925515,-834712,-610127,-335886
-322659,964140,-194521,736275,217395
-126364,-152997,890533,-987073,-871352
40457,228193,440660,48620,511882
-360209,-1000556,-974517,951076,-346823
-522462,577739,817946,663567,-200732
-617581,-21493,-163619,191214,-897932
-310198,-727447,720522,377928,816781
-196323,-58085,-151460,99931,-239968
-949132,-205750,848487,197395,-294151
-833592,-823229,524039,57401,99710
915410,-52410,-485352,56500,693195
-215951,763680,209443,998815,47207
377848,-757108,-848542,-528670,485340
-992071,-174183,-769185,-251696,-1012486
-32695,-126662,879318,882490,-600877
-577460,305147,64231,-917273,416714
-313885,-799701,-902673,-331550,840643
929008,-191358,180193,-728231,-1041059
295400,730770,942979,817296,-333176
-291628,-1046469,-332624,926995,-308930
1038895,489763,97582,-850104,-1030057
-255134,455666,632335,-64985,-299846
-843983,920146,805840,797480,-794601
-911963,-460259,1048323,-714907,779925
-925798,-373558,832842,-341358,696045
-359789,-951241,-577340,395830,485312
-224236,340582,291469,-807870,528227
337853,319444,-655119,705708,-643607
-549989,787870,-476439,-663301,787411
224802,531653,957180,852548,-439046
-912940,-178275,118099,546217,193660
-838074,305113,-830390,-376063,323584
596438,-13668,-976086,-169975,-444425
-164174,192975,-267227,509094,-160006
-871751,537777,1007530,367000,691667
-168363,-134867,804510,888055,20277
653149,-323312,856103,-377987,611553
990889,742560,-154004,-263314,562834
-999323,484294,-654346,-5922,-867603
-37481,-924748,-95054,-1026520,656521
-109250,496282,207226,577214,-453017
402875,-756917,-476744,-775071,-456607
96023,-409281,719446,-401082,269042
86749,-278050,238263,-56165,386136
-455916,312223,575928,-959206,357493
-370556,495738,597221,-866723,-638625
-439745,-616063,-276669,670736,804024
117780,-739383,182165,824269,-428160
312152,303697,187598,-827624,653348
48644,753520,276362,-272903,-284644
-513747,724691,187424,-247369,319086
-11863,448738,-288167,-848050,242464
270643,615162,-603778,459124,-656939
790725,-941122,461292,-218488,-712980
269238,77905,288902,740959,275262
244090,771122,-446370,29521,-347049
-19069,192389,893241,333276,-519227
-990220,-812455,562113,-501164,-833053
943441,-744904,599186,725145,366163
785480,361452,-699485,654493,2095
-300693,-523579,865442,-519213,-665574
-604760,967275,-809806,-353989,-1019937
-69570,-981387,844016,-688644,-252885
-199681,-218115,418162,56333,-181372
782773,735970,-165888,532083,17706
541237,32620,505416,660738,-812035
383374,121846,-1042570,-235336,-613776
-3413,-449532,111931,133741,94838
387571,778046,488219,-286256,390671
289022,297988,790344,-133040,-521008
-714476,506607,390624,633334,485819
-530864,397771,172549,166201,821945
647005,-996072,10061,199480,305069
-343597,-743971,-888727,605412,-799744
-460879,-139979,834707,705961,21597
-822031,-935606,-994164,585713,-57204
-1020947,649504,447936,-675038,946295
-568380,996795,940629,-440951,-911483
-98728,-880044,-844048,842480,354560
269991,131428,-426624,61543,-1031771
-95365,625552,-494278,-45824,706375
617686,859969,329105,-123613,-415086
705726,709772,-40638,719836,-169430
753574,-124026,12318,-484909,-8305
-657961,-573163,-265186,-130915,367704
-207240,-830547,464641,-297972,238119
-434484,-1042095,-333371,-774378,-647069
18817,-925405,-959596,785144,-841110
-316788,297635,-100694,-875875,-97136
-1042659,-310146,-130694,-192006,-156571
-1035209,-893365,112733,359012,336468
11834,985003,509412,-64452,534378
143784,801533,448922,655450,-1022900
-41330,-87188,-865625,-283428,284792
-311917,953061,-510017,-667373,18378
-992468,926886,862053,-352259,-691826
994481,59023,309283,64993,-138124
529894,92397,-101443,-905117,-451252
-734240,-16098,-466749,798495,317919
-1024953,221262,915436,-879402,-486874
-18203,251159,-149048,217293,396139
325642,297554,-768495,128063,572387
-64894,-829606,758244,-269484,-160228
-408272,-381773,-229038,424560,-753693
504487,-369932,142358,796855,-191857
849370,-448624,-865932,-751903,-582957
656725,656562,668581,672786,351425
26083,591379,355677,-351989,398846
730604,340313,518548,113169,-980369
-1007976,-1026711,574483,1024224,909485
246556,756879,-439622,-141284,-931438
-429288,383238,727358,-773439,934112
883956,696356,47095,-626311,489723
460097,-867300,503572,372800,103419
-757214,-349526,-557976,334616,-250897
-821724,-829297,-932875,212080,-766961
-288546,953405,-878214,146111,451216
-90185,877638,761258,864303,778437
-309231,-29952,-389110,-539904,-840317
-827416,222871,-93364,313374,-71379
-288707,931383,221211,260313,335710
-604121,477354,112141,-87849,404523
-200370,-697440,1017050,-814002,620003
549722,-109032,-617448,-531361,-309928
-209612,-669734,167359,-666456,580666
293124,-762065,1011933,-1001701,167141
-212460,1014045,-844212,-423064,-111115
-847301,350124,1043447,-22468,1025127
537777,373617,52509,529612,757137
-113938,-582583,121041,20795,961457
251807,-757014,157780,-795600,124967
-543239,473248,813129,427786,-537133
-51447,-796332,-78858,-383624,377975
-893809,-158889,-316168,561459,331462
93282,-501693,-975266,779028,904943
302602,-9734,-374896,-557552,690711
163019,324086,56030,-37703,-274573
90665,87974,565261,1002449,21877
729344,-692842,-127873,199257,655606
55159,-123398,-385472,-525046,-936144
233361,417428,995067,-432377,-326143
-454952,-34732,-656750,-539996,220753
-761124,803663,-47668,-909698,-118606
882897,-127145,107457,926063,-552882
-381790,61969,-19958,-446892,-893618
446402,90361,459246,686852,769269
-880522,-416983,-873987,241119,-824383
-203824,92186,-198560,-749324,-844295
-624919,-803777,-425931,-1041049,-750634
-852885,-262404,516965,843978,-598129
-849824,-613424,581552,477558,-32373
113255,674523,-2488,-696957,-838080
-603802,337119,-240750,619449,202088
205764,73503,-134219,9955,293752
-303115,-275251,397528,-873804,1032508
-688530,-991289,572964,-185157,256508
647081,-228846,-644552,848815,1023480
597723,799369,-555655,316992,-574246
441551,-12463,-811380,198471,524640
927620,311113,-142604,285088,-54394
176722,-570930,428138,780553,-487068
690637,280731,-806401,-526211,-249971
-115685,243570,-246855,1022263,912145
792053,705138,164230,-368681,741311
-875175,244690,-52342,1017082,-53434
552789,-803724,-338778,931511,-89410
816728,632630,-485020,331118,245001
228948,-216360,-998598,892610,-95393
125732,128248,-827377,-448021,881215
-782283,955032,-987321,530549,406877
-711923,-183148,330259,-583602,181191
-102541,910043,986045,-414070,16486
-534687,134813,-282002,-909069,730457
-188584,751136,478902,836322,667669
-682816,705011,-329230,-181253,344099
-1045853,595909,-443628,522360,-282320
-195476,-861163,-399963,-477824,-95234
-2005,-112475,-447642,-306465,-264367
764404,-2012,-251572,26509,940955
714771,-450933,475531,596796,885697
688502,413038,-95955,-899584,-734016
858857,627607,636768,-322304,166990
-524342,360534,-628209,456476,612387
747096,558251,-361009,-46749,-787143
480973,816486,-286800,-1014884,709724
-834463,71604,-140836,-855845,-741216
296636,-603084,-1044472,1029749,757660
-466696,-147083,-287227,276613,-152883
497072,996259,-720527,692326,658814
207051,-174710,243938,32072,-570091
387424,881695,-68843,-587569,65854
971566,489865,59527,-451304,-569978
150019,439692,539589,78539,528283
